order_channel,last_order_channel,Tenure,Recency,Frequency,Spend,PerctOnlineOrders,PrectSpendOnline,Cosmetics,Clothing,Games,Groceries,Office Supplies
Mobile,Mobile,929,404,3,499.95,0.6667,0.7200,False,False,True,False,False
Android App,Offline,689,106,3,616.44,0.3333,0.5783,True,False,False,False,False
Desktop,Desktop,757,436,5,1437.65,0.8000,0.9652,False,False,True,True,True
Android App,Android App,2187,114,9,1569.92,0.8889,0.9554,True,False,False,False,False
Android App,Offline,1212,134,4,610.86,0.7500,0.6055,False,False,False,True,True
Android App,Android App,712,429,3,544.82,0.6667,0.8715,False,False,False,True,True
Android App,Android App,671,288,3,389.97,0.3333,0.4615,False,False,True,False,False
Desktop,Offline,1046,226,2,389.98,0.5000,0.3333,False,False,False,True,True
Android App,Offline,637,316,4,796.92,0.5000,0.4423,True,False,True,True,True
Ios App,Offline,525,224,4,1023.19,0.2500,0.1876,True,True,False,True,True
Desktop,Desktop,571,119,3,432.83,0.3333,0.1779,False,False,False,False,False
Android App,Android App,645,229,4,652.4,0.7500,0.9226,False,False,True,False,False
Android App,Offline,441,101,6,599.71,0.6667,0.6149,True,True,True,False,False
Desktop,Offline,488,402,3,539.95,0.3333,0.3889,True,False,False,True,True
Mobile,Mobile,970,107,4,820.21,0.7500,0.7927,False,False,True,False,False
Desktop,Offline,984,227,3,299.97,0.3333,0.4333,False,True,False,False,False
Android App,Android App,634,253,2,249.98,0.5000,0.4000,False,False,True,False,False
Android App,Android App,2270,460,3,514.76,0.6667,0.4174,True,False,False,False,False
Android App,Android App,742,171,4,873.9301,0.7500,0.8627,False,False,True,True,True
Android App,Offline,728,216,5,767.94,0.4000,0.4714,False,True,True,True,True
Mobile,Desktop,601,161,7,1420.34,0.7143,0.7606,True,True,False,False,False
Mobile,Mobile,267,114,2,197.98,0.5000,0.4949,False,False,True,False,False
Desktop,Offline,1631,265,2,188.96,0.5000,0.6349,False,False,False,False,False
Android App,Offline,1169,337,5,530.96,0.8000,0.9426,False,True,False,False,False
Android App,Offline,992,393,2,437.71,0.5000,0.2673,True,True,False,True,True
Mobile,Offline,1038,430,2,217.47,0.5000,0.3540,False,True,False,False,False
Android App,Offline,696,286,6,1413.56,0.3333,0.4046,True,True,True,True,True
Mobile,Offline,281,164,2,99.97,0.5000,0.5001,False,True,False,False,False
Mobile,Mobile,674,173,3,299.95,0.3333,0.3333,False,False,False,True,True
Android App,Android App,709,180,3,311.96,0.3333,0.3590,False,True,False,False,False
Mobile,Offline,1428,107,4,132.94,0.2500,0.2255,True,False,False,False,False
Android App,Android App,799,279,3,689.65,0.3333,0.5785,False,False,False,True,True
Mobile,Mobile,643,257,2,658,0.5000,0.4240,True,False,False,False,False
Desktop,Offline,2406,190,3,275.92,0.3333,0.1993,False,False,True,False,False
Desktop,Desktop,1988,345,7,731.89,0.8571,0.8648,True,False,False,False,False
Desktop,Desktop,2365,98,29,3482.1,0.8276,0.7852,True,True,True,False,False
Android App,Desktop,1141,406,11,1267.16,0.9091,0.9369,True,True,True,False,False
Android App,Android App,1045,198,17,1320.04,0.2353,0.5259,False,False,False,False,False
Mobile,Mobile,674,233,2,110.98,0.5000,0.8649,False,False,False,True,True
Desktop,Desktop,771,446,5,596.9,0.8000,0.9163,False,False,True,True,True
Android App,Android App,427,192,2,260.55,0.5000,0.8849,False,True,True,True,True
Mobile,Offline,903,258,7,1335.85,0.1429,0.3271,False,True,True,False,False
Android App,Android App,869,281,3,392.96,0.3333,0.6183,False,True,True,False,False
Android App,Offline,446,99,2,1262.21,0.5000,0.7703,False,True,False,True,True
Android App,Mobile,628,217,14,2900.44,0.9286,0.9793,True,True,True,True,True
Android App,Android App,735,242,3,996.86,0.6667,0.8295,False,True,False,True,True
Android App,Android App,395,121,3,796.93,0.6667,0.7654,False,True,True,True,True
Android App,Android App,721,441,7,799.7,0.7143,0.7740,True,False,True,True,True
Mobile,Mobile,669,109,2,211.97,0.5000,0.3868,False,True,False,False,False
Ios App,Ios App,685,277,3,640.46,0.6667,0.7814,False,False,False,True,True
Android App,Android App,434,432,2,484.45,0.5000,0.5470,True,False,True,True,True
Android App,Android App,574,425,3,369.67,0.3333,0.4463,True,False,True,False,False
Android App,Android App,1197,242,3,504.4,0.6667,0.4449,False,False,False,True,True
Mobile,Offline,663,171,2,160.97,0.5000,0.3106,True,False,False,False,False
Android App,Android App,620,101,4,603.15,0.7500,0.8011,False,False,True,False,False
Android App,Offline,1567,173,6,1015.71,0.6667,0.6457,False,False,False,True,True
Mobile,Offline,1463,210,5,319.86,0.6000,0.7500,False,True,False,False,False
Android App,Android App,579,111,2,708.19,0.5000,0.0988,False,False,False,False,False
Ios App,Offline,1574,376,3,477.35,0.6667,0.7696,False,False,True,False,False
Ios App,Ios App,639,229,5,725.86,0.8000,0.8209,False,True,False,False,False
Android App,Android App,774,156,7,368.13,0.1429,0.2390,False,True,True,True,True
Mobile,Mobile,568,122,3,317.7,0.6667,0.4626,True,False,False,False,False
Ios App,Ios App,296,122,3,797.32,0.6667,0.7523,True,True,True,True,True
Android App,Android App,602,97,5,317.74,0.8000,0.5692,True,False,False,True,True
Android App,Android App,698,359,3,374.96,0.3333,0.3600,True,False,False,False,False
Android App,Android App,613,133,11,2249.87,0.7273,0.8753,True,True,True,True,True
Mobile,Mobile,788,228,8,1009.8,0.1250,0.1188,False,False,False,False,False
Android App,Offline,441,105,2,871.96,0.5000,0.3463,True,False,True,True,True
Mobile,Mobile,752,174,2,439.96,0.5000,0.5454,False,False,False,True,True
Android App,Android App,790,162,4,594.96,0.7500,0.8992,False,False,True,False,False
Mobile,Mobile,1585,263,5,509.23,0.6000,0.7251,False,False,True,False,False
Desktop,Offline,1465,365,5,344.92,0.6000,0.5942,False,False,True,False,False
Android App,Offline,885,107,5,707.94,0.4000,0.4209,False,False,False,True,True
Android App,Android App,739,329,4,468.95,0.2500,0.2750,False,True,False,False,False
Android App,Android App,771,224,2,225.62,0.5000,0.8006,False,True,False,False,False
Android App,Offline,691,385,9,1105.63,0.6667,0.7642,True,True,True,False,False
Android App,Android App,995,185,17,3029.18,0.9412,0.9825,True,True,True,True,True
Android App,Offline,2139,220,7,568.96,0.8571,0.8067,False,False,False,True,True
Ios App,Desktop,2111,229,15,2253.61,0.9333,0.9645,True,False,True,True,True
Android App,Android App,578,329,3,470.94,0.6667,0.7962,False,False,True,True,True
Android App,Android App,1186,128,8,1544.27,0.8750,0.9482,False,False,False,True,True
Desktop,Offline,1183,210,3,289.96,0.6667,0.5517,True,False,False,False,False
Mobile,Mobile,252,132,2,270.02,0.5000,0.2566,False,True,False,False,False
Desktop,Desktop,274,163,3,282.24,0.6667,0.8548,True,False,False,True,True
Ios App,Offline,711,160,4,879.9,0.2500,0.3205,False,False,False,True,True
Android App,Desktop,677,441,3,588.92,0.6667,0.5569,False,False,True,False,False
Mobile,Mobile,781,163,8,2090.12,0.6250,0.8460,True,False,False,True,True
Android App,Android App,923,124,2,229.98,0.5000,0.7392,False,False,False,False,False
Ios App,Mobile,926,186,3,403.96,0.6667,0.5049,False,True,False,False,False
Mobile,Mobile,608,121,6,678.91,0.6667,0.7003,False,True,False,False,False
Mobile,Offline,1181,160,2,114.98,0.5000,0.5652,False,True,False,False,False
Desktop,Offline,2294,273,3,285.36,0.6667,0.7880,False,False,True,False,False
Mobile,Offline,909,156,3,247.96,0.3333,0.3629,False,False,False,True,True
Android App,Android App,613,163,5,791.89,0.8000,0.8611,True,True,True,True,True
Android App,Android App,1631,101,9,1167.29,0.7778,0.8544,True,True,True,False,False
Ios App,Ios App,1436,200,5,945.1,0.8000,0.9365,False,True,True,False,False
Android App,Offline,1358,260,2,311.47,0.5000,0.1284,False,False,False,False,False
Mobile,Mobile,1046,139,4,826.91,0.7500,0.9516,False,False,False,True,True
Android App,Android App,732,363,5,749.9,0.8000,0.6266,True,True,False,False,False
Android App,Android App,782,341,7,972.89,0.5714,0.6146,False,True,False,True,True
Ios App,Ios App,582,228,7,565.9,0.8571,0.8931,True,False,True,False,False
Android App,Android App,288,215,3,446.67,0.6667,0.5534,True,False,True,False,False
Mobile,Offline,641,210,3,589.97,0.3333,0.1525,False,False,False,False,False
Android App,Android App,1451,154,21,3301.56,0.9524,0.9161,True,False,False,True,True
Mobile,Mobile,658,136,7,1089.91,0.7143,0.8440,False,False,True,False,False
Android App,Android App,781,116,4,484.93,0.7500,0.8557,False,True,False,False,False
Mobile,Mobile,729,278,5,540.93,0.2000,0.4400,False,False,False,True,True
Ios App,Offline,669,403,4,581.2,0.5000,0.5506,True,True,False,False,False
Desktop,Desktop,841,426,4,800.09,0.7500,0.8875,False,False,False,True,True
Ios App,Ios App,715,271,3,164.13,0.6667,0.6345,False,False,False,True,True
Android App,Android App,308,203,2,224.72,0.5000,0.2892,True,False,False,True,True
Android App,Android App,615,104,9,991.4399,0.8889,0.8286,False,False,True,True,True
Mobile,Offline,1490,199,3,441.91,0.3333,0.2263,True,True,True,False,False
Android App,Android App,723,99,27,7823.63,0.9630,0.9872,True,True,False,True,True
Ios App,Offline,761,391,4,234.94,0.2500,0.2766,False,True,False,False,False
Mobile,Mobile,655,133,3,439.97,0.3333,0.1477,True,False,False,False,False
Mobile,Mobile,786,191,4,773.94,0.2500,0.4186,False,True,False,True,True
Mobile,Mobile,698,175,2,257.98,0.5000,0.7675,False,False,True,False,False
Android App,Android App,361,305,2,320.48,0.5000,0.4992,False,False,True,False,False
Android App,Offline,1544,157,5,635.45,0.4000,0.1573,False,False,True,True,True
Ios App,Offline,279,218,4,1789.81,0.2500,0.1717,True,False,False,True,True
Mobile,Desktop,2107,169,27,3100.96,0.8519,0.8904,True,False,True,False,False
Desktop,Desktop,2825,346,9,925.27,0.7778,0.7428,False,False,True,False,False
Mobile,Mobile,544,117,3,495.51,0.6667,0.8588,True,False,False,False,False
Android App,Android App,2024,115,9,1020.4,0.6667,0.5683,True,True,True,False,False
Desktop,Desktop,1748,308,5,1278.15,0.8000,0.8279,False,False,False,True,True
Ios App,Offline,935,369,4,455.69,0.2500,0.1865,True,False,True,True,True
Android App,Android App,671,151,9,1588.75,0.5556,0.5928,True,True,False,True,True
Desktop,Offline,1808,434,5,683.87,0.6000,0.4006,False,False,True,False,False
Desktop,Desktop,724,270,3,533.73,0.6667,0.6909,False,False,False,True,True
Desktop,Desktop,859,116,2,576.4301,0.5000,0.5490,False,False,False,False,False
Android App,Android App,655,294,4,451.95,0.2500,0.2478,False,False,True,False,False
Android App,Android App,641,169,6,2226.08,0.8333,0.9551,True,True,True,True,True
Android App,Android App,778,278,11,1927.53,0.6364,0.4933,True,False,False,True,True
Android App,Android App,541,147,5,874.6799,0.6000,0.6448,True,True,False,True,True
Android App,Android App,928,119,15,1658.45,0.7333,0.7073,False,False,False,True,True
Android App,Android App,655,128,5,878.24,0.6000,0.7666,True,False,False,True,True
Android App,Android App,816,340,6,459.55,0.8333,0.9347,True,True,False,True,True
Android App,Android App,831,137,3,328.88,0.6667,0.8784,False,True,False,False,False
Ios App,Offline,548,159,4,410.85,0.7500,0.7788,True,False,False,False,False
Android App,Android App,693,200,2,594.8,0.5000,0.4958,False,False,False,False,False
Android App,Android App,882,122,2,142.98,0.5000,0.5455,False,False,False,True,True
Android App,Android App,761,282,2,205.98,0.5000,0.4660,False,False,False,False,False
Mobile,Offline,1112,278,4,531.19,0.2500,0.1694,True,True,True,False,False
Android App,Offline,963,202,3,383.84,0.3333,0.3985,False,False,False,False,False
Desktop,Desktop,901,166,3,968.3101,0.3333,0.2808,True,False,False,True,True
Android App,Android App,889,437,5,566.39,0.4000,0.3390,True,False,True,False,False
Mobile,Offline,2455,173,4,399.95,0.5000,0.4000,False,False,False,False,False
Desktop,Offline,880,428,3,569.9,0.3333,0.6667,True,True,True,False,False
Ios App,Ios App,539,237,2,346.66,0.5000,0.2767,False,False,False,False,False
Android App,Android App,255,228,2,247.97,0.5000,0.2913,True,False,False,True,True
Android App,Offline,445,289,11,2650.84,0.9091,0.8663,True,False,False,True,True
Ios App,Ios App,624,248,4,813.4301,0.5000,0.3442,True,True,False,True,True
Desktop,Offline,1046,169,2,179.86,0.5000,0.6115,True,False,False,False,False
Android App,Android App,619,98,5,1051.95,0.6000,0.7358,False,False,True,True,True
Mobile,Offline,1411,177,6,687.55,0.8333,0.7384,True,False,False,False,False
Mobile,Mobile,337,243,2,499.97,0.5000,0.3700,True,False,False,True,True
Android App,Desktop,660,293,3,629.86,0.6667,0.5080,False,False,True,True,True
Mobile,Mobile,297,123,2,364.98,0.5000,0.5342,False,False,False,True,True
Desktop,Offline,351,160,2,372.87,0.5000,0.7855,True,True,False,True,True
Android App,Android App,807,446,2,264.96,0.5000,0.7359,True,False,True,False,False
Android App,Android App,698,173,4,722.42,0.7500,0.7716,False,False,False,True,True
Android App,Android App,902,406,2,349.98,0.5000,0.3428,False,False,False,True,True
Android App,Android App,552,136,6,1535.02,0.8333,0.8271,False,False,False,True,True
Android App,Offline,223,134,2,283.87,0.5000,0.4685,False,False,False,False,False
Android App,Android App,757,406,7,1248.08,0.4286,0.4448,False,False,False,True,True
Desktop,Desktop,556,240,2,495.73,0.5000,0.4942,False,False,True,False,False
Android App,Android App,1776,330,17,2689.83,0.9412,0.9805,False,True,True,True,True
Android App,Android App,537,441,2,440.3,0.5000,0.8638,False,False,False,True,True
Desktop,Desktop,570,131,2,334.98,0.5000,0.5522,False,False,False,True,True
Desktop,Offline,1540,411,3,490.47,0.3333,0.1631,False,True,False,True,True
Ios App,Ios App,583,278,2,244.46,0.5000,0.7199,True,False,False,False,False
Desktop,Desktop,792,100,3,542.95,0.6667,0.9632,False,False,True,False,False
Android App,Android App,912,103,3,563.42,0.6667,0.9113,False,True,True,False,False
Ios App,Ios App,397,360,2,90.98,0.5000,0.4450,True,False,False,False,False
Android App,Offline,218,101,4,1071.71,0.5000,0.8211,True,False,False,False,False
Ios App,Android App,676,113,5,649.9,0.4000,0.6077,False,False,True,False,False
Mobile,Offline,620,185,3,442.96,0.3333,0.3792,True,True,False,False,False
Mobile,Mobile,327,117,2,269.88,0.5000,0.8148,False,True,False,True,True
Ios App,Offline,489,160,2,394.83,0.5000,0.4939,True,False,True,True,True
Desktop,Desktop,389,242,2,146.71,0.5000,0.3816,True,False,False,False,False
Mobile,Mobile,206,97,3,689.95,0.3333,0.5217,False,False,False,True,True
Android App,Android App,711,277,8,1309.8,0.8750,0.9313,True,True,False,True,True
Ios App,Ios App,663,144,6,1544.68,0.5000,0.4628,False,True,False,True,True
Android App,Offline,1059,225,4,651.34,0.2500,0.3399,False,False,True,False,False
Android App,Offline,1058,225,3,302.85,0.6667,0.8320,False,False,True,False,False
Desktop,Desktop,927,99,4,582.16,0.5000,0.8441,True,False,False,True,True
Android App,Android App,712,97,6,534.69,0.3333,0.6167,True,True,True,True,True
Android App,Android App,627,118,2,329.97,0.5000,0.4546,False,False,False,False,False
Mobile,Offline,919,283,3,460.72,0.3333,0.2387,True,False,False,False,False
Android App,Desktop,1472,449,6,922.93,0.8333,0.7400,False,False,False,True,True
Android App,Android App,315,108,8,1885.6,0.6250,0.6954,True,True,False,False,False
Android App,Android App,873,453,5,610.32,0.6000,0.6232,False,True,False,False,False
Mobile,Offline,198,106,4,737.09,0.2500,0.1170,False,False,False,True,True
Ios App,Ios App,192,175,2,185.87,0.5000,0.5649,True,False,False,False,False
Android App,Android App,565,294,3,345.96,0.3333,0.5203,False,False,True,False,False
Android App,Android App,451,226,4,1237.78,0.5000,0.3828,False,False,True,True,True
Android App,Android App,581,98,5,764.67,0.4000,0.3106,True,False,False,True,True
Ios App,Ios App,640,414,9,1959.21,0.8889,0.9311,False,False,False,True,True
Ios App,Ios App,891,285,4,598.87,0.5000,0.6494,False,False,True,False,False
Android App,Android App,902,215,2,198.86,0.5000,0.6983,True,True,False,False,False
Android App,Android App,1519,144,19,2952.75,0.7895,0.9340,True,True,True,True,True
Android App,Android App,418,335,2,190.47,0.5000,0.6300,False,True,False,True,True
Android App,Offline,863,444,6,1443.09,0.5000,0.6248,False,True,True,False,False
Android App,Android App,740,228,4,609.89,0.7500,0.9180,False,True,False,False,False
Desktop,Desktop,2605,113,4,474.67,0.5000,0.6408,False,False,False,True,True
Android App,Android App,726,401,5,1074.86,0.8000,0.7907,True,True,False,True,True
Android App,Android App,929,302,3,192.97,0.3333,0.4145,False,False,False,True,True
Android App,Android App,784,400,4,269.9,0.7500,0.3335,True,False,False,False,False
Android App,Offline,775,424,8,647.15,0.1250,0.1947,False,True,False,False,False
Ios App,Offline,2583,141,3,389.97,0.6667,0.2820,True,False,False,False,False
Android App,Android App,752,293,4,564.45,0.7500,0.7865,False,False,True,True,True
